-350;145.5561815;Gauche;70;30
-319.8013309;147.9100399;Gauche;70;30
-286.4521923;153.3321257;Gauche;80;20
-254.7890344;159.7815501;Gauche;70;30
-225.3842634;156.3389147;Droite;60;40
-195.0842893;157.0597728;Gauche;60;40
-165.0604121;152.4166039;Droite;60;40
-137.1363423;140.8212947;Droite;80;20
-109.9695182;120.3697912;Droite;100;0
-82.65600565;95.55277423;Droite;90;10
-54.12340064;74.03052867;Droite;80;20
-23.9850006;56.69548075;Droite;100;0
2.83794763;37.811978;Droite;90;10
32.38079551;22.26368392;Droite;60;40
61.11536504;8.491020861;Droite;70;30
88.56477808;4.821650265;Droite;70;30
114.212235;-10.04602942;Droite;100;0
138.0061509;-36.44194472;Droite;60;40
161.3969092;-43.54545232;Droite;60;40
183.3781352;-48.81848084;Droite;60;40
201.6451479;-63.11757252;Droite;60;40
219.2339894;-67.89833686;Gauche;50;50
238.4768249;-65.63255686;Gauche;50;50
257.4926202;-66.28871661;Droite;70;30
273.3110971;-73.96264997;Droite;60;40
277.8608945;-75.64837139;Droite;70;30
283.4039545;-78.39241168;Gauche;50;50
295.1784994;-70.43513089;Gauche;80;20
301.1829276;-60.91002871;Gauche;90;10
312.0775095;-53.53059012;Gauche;90;10
312.2385297;-41.94368156;Gauche;50;50
311.7598293;-31.00472689;Gauche;70;30
311.6892858;-24.10070751;Droite;60;40
307.0230744;-21.76260748;Droite;70;30
308.9376651;-26.89789152;Droite;60;40
312.6711615;-27.98561475;Gauche;60;40
316.8865217;-29.25118575;Gauche;60;40
320.6235662;-29.92352248;Gauche;60;40
324.0318416;-30.32048063;Gauche;60;40
324.6673746;-28.90001745;Gauche;60;40
325.3956785;-27.38745345;Droite;60;40
324.8601049;-25.52627131;Gauche;50;50
325.5464363;-21.89475984;Gauche;70;30
327.5473542;-21.1272044;Droite;60;40
328.9259263;-19.92496697;Gauche;60;40
331.1786791;-19.14644738;Droite;80;20
333.1761932;-17.80163873;Droite;70;30
332.4669377;-15.88563667;Gauche;80;20
331.8215346;-13.52555554;Gauche;60;40
331.3400055;-11.2148806;Droite;70;30
330.6407174;-8.849091936;Gauche;100;0
