-350;145.5785399;Gauche;75;25
-322.7705576;149.4464702;Gauche;75;25
-291.5215435;155.5903617;Gauche;75;25
-261.3445343;160.7359086;Gauche;65;35
-233.6152202;154.0749696;Droite;55;45
-203.8192366;159.5220463;Gauche;65;35
-174.6801202;158.4013817;Droite;55;45
-146.8005254;150.6900922;Droite;75;25
-121.1177591;130.9889709;Droite;95;5
-96.7966486;103.5720962;Droite;85;15
-69.59894018;83.68391112;Droite;75;25
-40.41132191;68.69789042;Droite;95;5
-14.62547042;43.55713766;Droite;95;5
14.53610795;24.36756624;Droite;55;45
43.8560161;14.53816575;Droite;65;35
72.06907848;15.41417685;Droite;65;35
98.36987421;3.671476201;Droite;95;5
122.2174408;-21.19450411;Droite;65;35
142.5175202;-31.17883908;Droite;65;35
161.2303993;-39.07769946;Droite;65;35
181.7631433;-59.99159323;Droite;65;35
202.803981;-71.17984539;Droite;55;45
227.192948;-72.94616179;Gauche;55;45
248.3171997;-73.66301786;Droite;65;35
265.9003292;-82.15302107;Droite;65;35
270.9423702;-84.07205519;Droite;65;35
276.955211;-87.11023807;Gauche;55;45
289.3010745;-77.98631383;Gauche;75;25
296.9185369;-67.77195586;Gauche;95;5
309.0336566;-59.46471667;Gauche;95;5
309.0714968;-46.61386734;Gauche;55;45
308.6862801;-34.50350175;Gauche;65;35
308.3881369;-26.81170177;Droite;55;45
303.4935641;-24.16781418;Droite;65;35
305.6311594;-29.81976783;Droite;65;35
309.6511206;-31.07124149;Gauche;55;45
314.1961372;-32.35409473;Gauche;55;45
318.4663627;-33.17470688;Gauche;65;35
322.358382;-33.64972537;Gauche;55;45
322.9990158;-32.06416713;Gauche;55;45
323.6025045;-30.58452612;Droite;55;45
323.1523365;-28.25887152;Gauche;55;45
323.9514494;-24.32403493;Gauche;75;25
326.1814578;-23.46609655;Droite;55;45
327.737832;-22.13191721;Gauche;55;45
330.2307191;-21.2307263;Droite;75;25
332.4288158;-19.69728491;Droite;65;35
331.6554772;-17.56473903;Gauche;85;15
330.9187201;-14.94837549;Gauche;55;45
330.3958976;-12.3631978;Droite;65;35
329.762864;-9.786894297;Gauche;95;5
