-350;145.4372209;Gauche;60;40
-323.3994892;155.4068495;Gauche;60;40
-284.760549;174.1076366;Gauche;60;40
-249.6289274;191.6304429;Gauche;50;50
-222.261033;167.6295924;Droite;60;40
-189.6836718;160.801893;Gauche;50;50
-154.7640127;161.0283553;Gauche;50;50
-125.4163615;145.964361;Droite;60;40
-97.66439269;115.78837;Droite;60;40
-73.16191747;81.79705757;Droite;60;40
-44.96973384;56.1887404;Droite;60;40
-12.09577149;40.36173534;Droite;60;40
18.25009374;15.64945711;Droite;60;40
53.93068456;-1.091250997;Gauche;50;50
90.22603904;-12.39809947;Gauche;50;50
118.656536;-6.854539977;Gauche;50;50
146.0318227;-11.14787546;Droite;60;40
170.6826835;-42.21335323;Gauche;50;50
191.3682221;-46.27492269;Gauche;50;50
209.3149287;-46.25678721;Gauche;50;50
227.4519832;-69.99841435;Droite;60;40
242.3721684;-102.2451861;Droite;60;40
267.3884755;-117.7584407;Gauche;50;50
294.1682389;-123.5692862;Gauche;50;50
321.7940886;-129.0695736;Gauche;50;50
322.2794479;-119.8215433;Gauche;50;50
325.6053395;-109.0209006;Gauche;60;40
337.8633275;-81.77086685;Gauche;60;40
346.2875925;-72.7337077;Gauche;60;40
364.7804524;-66.44086481;Gauche;60;40
361.285805;-49.27670829;Gauche;50;50
357.1406247;-31.08498625;Gauche;50;50
352.3779009;-13.48148416;Gauche;60;40
342.6218839;0.457017016;Gauche;50;50
340.4474381;-0.709604631;Gauche;50;50
339.7173048;-0.009967416;Gauche;50;50
339.9882316;-0.305980753;Droite;60;40
339.4672924;0.364739995;Gauche;50;50
340.3589067;-0.353911385;Gauche;50;50
341.1002864;0.535438636;Gauche;50;50
344.1117175;-0.763209389;Gauche;50;50
340.1166846;0.053222336;Gauche;50;50
340.2506872;-0.415896921;Gauche;50;50
340.9050697;-0.410096084;Gauche;50;50
339.6943779;0.708491443;Gauche;60;40
339.6389557;0.443537182;Droite;60;40
340.2111698;0.424395664;Droite;60;40
339.9168862;0.317590313;Gauche;60;40
339.8821584;0.446495899;Gauche;50;50
339.9337868;0.447791861;Droite;60;40
339.958373;0.46624134;Gauche;60;40
