-350;145.5375732;Gauche;70;30
-328.9016289;147.5851207;Gauche;60;40
-297.0070069;151.1062006;Gauche;60;40
-264.8539245;160.0996443;Gauche;60;40
-236.2772514;158.8759054;Droite;60;40
-206.79091;155.7976112;Gauche;50;50
-176.0867941;156.8468652;Gauche;50;50
-145.8630456;158.3785222;Droite;60;40
-118.3407532;139.0842722;Droite;70;30
-94.76363471;108.2822614;Droite;70;30
-68.40740679;82.04714912;Droite;70;30
-40.73241609;61.25409241;Droite;70;30
-16.01578881;34.58301794;Droite;70;30
15.76399174;19.17811398;Gauche;50;50
47.89665064;6.304271282;Droite;60;40
77.64801323;2.320375625;Gauche;50;50
105.9634544;-6.339459151;Droite;70;30
132.5702086;-30.79047947;Gauche;50;50
154.841753;-31.46747824;Gauche;50;50
175.0136619;-29.467952;Gauche;50;50
196.0003145;-49.23067908;Droite;60;40
212.7294779;-67.76091753;Droite;60;40
233.3330022;-75.99954443;Gauche;50;50
254.9546783;-84.68892817;Droite;60;40
275.4573554;-101.3813129;Droite;60;40
282.0774435;-110.4430337;Droite;60;40
290.7875981;-117.1862135;Gauche;60;40
307.0726506;-102.5888728;Gauche;70;30
317.5138322;-89.80478893;Gauche;70;30
334.0304695;-81.06114591;Gauche;70;30
331.7564035;-63.56505954;Gauche;50;50
326.9130888;-44.14032139;Gauche;60;40
322.0992288;-25.52274828;Gauche;60;40
311.4989102;-13.22691614;Gauche;50;50
310.2443881;-13.83122435;Gauche;50;50
310.24969;-13.30300646;Droite;60;40
310.2923412;-13.5494111;Gauche;50;50
310.1905467;-13.65937475;Gauche;60;40
310.2801706;-13.59809613;Gauche;50;50
310.6840164;-13.12870352;Gauche;50;50
312.2987871;-13.77675417;Gauche;60;40
310.2497068;-13.40989982;Gauche;60;40
310.3568106;-13.61782338;Gauche;60;40
310.7287226;-13.59696549;Droite;60;40
309.9731268;-13.02840634;Gauche;50;50
309.8702091;-13.21494237;Droite;70;30
310.6010478;-13.02979084;Droite;60;40
310.310299;-13.19940106;Gauche;70;30
310.3069757;-13.1223665;Gauche;50;50
310.3520197;-13.15369864;Droite;60;40
310.3624606;-13.13635972;Gauche;70;30
