-350;145.5964005;Gauche;75;25
-330.4492766;148.1327988;Gauche;65;35
-300.5845022;152.7555977;Gauche;65;35
-270.6899577;161.9738522;Gauche;65;35
-243.6589987;163.0717008;Droite;55;45
-216.3605198;163.6008316;Gauche;55;45
-188.4978561;163.5012198;Droite;55;45
-161.6485638;160.9405034;Droite;65;35
-136.8792636;141.7128048;Droite;75;25
-113.5463638;117.7131212;Droite;65;35
-88.75017907;99.46679713;Droite;65;35
-63.02009774;84.34376685;Droite;75;25
-39.99892093;59.71828807;Droite;75;25
-11.75043115;43.70930783;Droite;55;45
16.85969507;29.63083207;Droite;65;35
44.3681911;23.85237225;Droite;55;45
69.74150084;13.38553216;Droite;75;25
93.43884784;-10.18111008;Droite;55;45
113.7953457;-14.69477165;Droite;55;45
132.5240645;-17.12421478;Droite;55;45
153.2937106;-34.25268119;Droite;65;35
171.4633029;-49.16030267;Droite;55;45
192.5418744;-55.6808334;Droite;55;45
214.3149664;-64.00730576;Droite;65;35
234.2702104;-80.56993524;Droite;65;35
242.9610681;-91.19949517;Droite;65;35
253.3224226;-99.97580833;Gauche;55;45
269.6357518;-91.55866705;Gauche;65;35
281.5891194;-80.54175195;Gauche;75;25
297.7270434;-69.75700787;Gauche;75;25
298.6600664;-51.83902366;Gauche;55;45
297.5122316;-32.36142549;Gauche;65;35
296.726046;-20.65523777;Gauche;55;45
290.3238531;-15.13280137;Droite;55;45
291.3526405;-19.95279091;Droite;55;45
293.0720609;-23.23788489;Droite;65;35
294.9237911;-27.38798951;Droite;55;45
296.675982;-31.46462773;Gauche;55;45
298.5673274;-35.37318044;Droite;55;45
300.6047342;-38.72665652;Droite;55;45
303.656904;-43.07013897;Gauche;55;45
304.7876992;-45.15254162;Gauche;65;35
309.3805219;-43.69587479;Gauche;65;35
314.1953881;-42.08513434;Droite;55;45
318.1024014;-40.02046198;Gauche;55;45
322.528203;-38.54937093;Droite;65;35
326.5571711;-36.25614102;Droite;55;45
325.1289623;-31.75440034;Gauche;75;25
323.964644;-27.1819146;Gauche;55;45
322.8151569;-22.5655139;Droite;55;45
321.6465101;-17.9326849;Gauche;75;25
