1;-187;-1.560461125;0.465225038;3.166551881;90;0.4;64;-187;-57.502053;-1.560461125;-10.77297247
1;-186.9680227;-1.594251631;0.765506691;2.182643232;90;;;;;;
1;-186.9109164;-1.645230759;0.921267294;0.716009334;90;;;;;;
1;-186.833578;-1.695291809;1.028886404;0;90;;;;;;
1;-186.7397301;-1.737465636;1.141273029;0;90;;;;;;
1;-186.6375679;-1.788337423;1.219112473;0;90;;;;;;
1;-186.5239949;-1.832648958;1.284540098;0;90;;;;;;
1;-186.4011592;-1.870223173;1.341633626;0;90;;;;;;
1;-186.2709133;-1.902407532;1.389971618;0;90;;;;;;
1;-186.1347394;-1.930280006;1.429618127;0;90;;;;;;
1;-185.9937938;-1.95420541;1.462876027;0;90;;;;;;
1;-185.8490601;-1.975470721;1.489983307;0;0;;;;;;
1;-185.7012959;-1.994607956;1.511972248;0;0;;;;;;
1;-185.5511072;-2.012042731;1.529748901;0;0;;;;;;
1;-185.3989791;-2.028115537;1.54408478;0;0;;;;;;
1;-185.2452993;-2.04309877;1.55562474;0;0;;;;;;
1;-185.0903782;-2.057210342;1.564901288;0;0;;;;;;
1;-184.934464;-2.070624587;1.572350543;0;0;;;;;;
1;-184.7777555;-2.083480969;1.578327621;0;0;;;;;;
1;-184.6204113;-2.095891062;1.583120464;0;0;;;;;;
1;-184.4625588;-2.107944123;1.586961828;0;0;;;;;;
1;-184.3042995;-2.119711559;1.590039423;0;0;;;;;;
1;-184.1457148;-2.131250494;1.592504365;0;0;;;;;;
1;-183.9868698;-2.142606629;1.594478144;0;0;;;;;;
1;-183.8278165;-2.153816524;1.596058331;0;0;;;;;;
1;-183.6685966;-2.164909426;1.597323223;0;0;;;;;;
1;-183.5092435;-2.175908735;1.59833561;0;0;;;;;;
1;-183.3497837;-2.186833169;1.599145823;0;0;;;;;;
1;-183.1902386;-2.197697703;1.599794187;0;0;;;;;;
1;-183.0306253;-2.208514317;1.600313002;0;0;;;;;;
1;-182.8709573;-2.219292595;1.600728133;0;0;;;;;;
1;-182.7112457;-2.230040204;1.601060289;0;0;;;;;;
1;-182.5514992;-2.240763278;1.601326045;0;0;;;;;;
1;-182.3917247;-2.251466724;1.601538671;0;0;;;;;;
1;-182.2319279;-2.262154467;1.601708785;0;0;;;;;;
1;-182.0721131;-2.272829649;1.601844885;0;0;;;;;;
1;-181.9122841;-2.283494781;1.60195377;0;0;;;;;;
1;-181.7524436;-2.294151874;1.602040882;0;0;;;;;;
1;-181.5925939;-2.304802534;1.602110573;0;0;;;;;;
1;-181.4327369;-2.31544805;1.602166328;0;0;;;;;;
1;-181.2728741;-2.326089449;1.602210932;0;0;;;;;;
1;-181.1130065;-2.336727555;1.602246617;0;0;;;;;;
1;-180.9531352;-2.347363026;1.602275165;0;0;;;;;;
1;-180.793261;-2.35799639;1.602298003;0;0;;;;;;
1;-180.6333843;-2.368628068;1.602316274;0;0;;;;;;
1;-180.4735057;-2.379258398;1.602330891;0;0;;;;;;
