1;-187;-1.560461125;0.465225038;3.166551881;90;0.4;64;-187;-57.502053;-1.560461125;-10.77297247
1;-178.0752409;-2.538653228;1.602387302;0;0;;;;;;
1;-168.4820643;-3.17615002;1.602389359;0;0;;;;;;
1;-158.8888866;-3.813646053;1.602389359;0;0;;;;;;
1;-149.2957088;-4.451142086;1.602389359;0;0;;;;;;
1;-139.7025311;-5.088638119;1.602389359;0;0;;;;;;
1;-130.9783296;-8.684599544;1.602338669;0;90;;;;;;
1;-128.2070768;-14.78052812;1.329482712;0;90;;;;;;
1;-128.205572;-21.79925895;1.056274696;0;90;;;;;;
1;-128.1974213;-30.12342156;1.581229994;0.040292273;90;;;;;;
1;-128.1892886;-38.45051052;1.559858237;0.167365381;90;;;;;;
1;-128.3425972;-42.05303141;0.715190449;0;90;;;;;;
1;-128.4655747;-35.89248817;1.602354977;0;89.54327997;;;;;;
1;-128.3483016;-26.27917617;1.602389261;0;89.90473467;;;;;;
1;-128.2782533;-16.66528258;1.602385094;0;89.55624143;;;;;;
1;-128.2082142;-7.269036985;1.508854186;0;90.04954683;;;;;;
1;-126.6961108;0.624745501;1.52452053;0;24.66848545;;;;;;
1;-117.1239416;0.443616683;1.60232837;0;0;;;;;;
1;-107.5725313;-0.159842143;1.600844227;0;90;;;;;;
1;-98.7331804;-3.564920339;1.601852351;0;90;;;;;;
1;-90.74436228;-8.732093973;1.561140668;0;0;;;;;;
1;-81.25919918;-9.546265701;1.5713221;0;90;;;;;;
1;-73.1422237;-14.16360293;1.546399084;0;48.3467216;;;;;;
1;-64.23810132;-11.69909731;1.596868639;0;49.92972537;;;;;;
1;-60.40277048;-10.80525917;1.377017964;1.985388714;114.5182422;;;;;;
1;-59.15282549;-9.048133903;0.441872747;1.072997857;143.1917723;;;;;;
1;-60.04743137;-10.64175811;0.614818821;0.532903476;90;;;;;;
1;-56.70916234;-9.948907737;0.877571745;0;79.025657;;;;;;
1;-60.44957006;-10.8860227;0.626298254;0;90;;;;;;
1;-58.84227724;-10.21278123;1.549375843;0;89.13884538;;;;;;
1;-60.57174089;-10.55214342;0.713590999;0.083008561;96.31412289;;;;;;
1;-60.32366877;-10.04862329;0.919963725;0.14124954;120.0470912;;;;;;
1;-57.64842992;-9.058455602;1.096855414;0;55.88046525;;;;;;
1;-58.15102646;-9.452006121;1.400295915;0;90;;;;;;
2;-187;0.008322605;0.755192881;5.357600082;90;0.4;64;-187;-56.71284378;0.008322605;-19.30331152
2;-173.2602122;-1.319536278;2.459044388;0;0;;;;;;
2;-158.551532;-2.478663834;2.459047305;0;0;;;;;;
2;-143.8428504;-3.637791632;2.459047305;0;0;;;;;;
2;-130.5107587;-8.578000637;2.458886288;0;90;;;;;;
2;-128.2040353;-17.42787464;2.073392144;0;90;;;;;;
2;-128.2041861;-29.27306039;2.224455223;0;90;;;;;;
2;-128.1986108;-42.93370959;0.33129113;1.691161339;90;;;;;;
2;-128.6317328;-29.54563827;2.458853862;0;90.30031282;;;;;;
2;-128.3601058;-15.10484424;2.458770712;0;89.09089216;;;;;;
2;-128.1594233;-0.761694053;2.439017656;0.634010897;89.05064774;;;;;;
2;-115.1622177;0.344993426;2.459032552;0;0;;;;;;
2;-100.7805949;-2.016791221;2.448266238;0;90;;;;;;
2;-88.21941177;-8.983382953;2.44773653;0;0;;;;;;
2;-74.82264221;-13.80376174;2.458804984;0;90;;;;;;
2;-60.87024514;-10.88178372;2.458903953;0;42.71923957;;;;;;
2;-61.51634896;-13.08669748;2.299059598;0;90;;;;;;
2;-59.43014385;-11.54775745;1.257041321;0;79.7872078;;;;;;
2;-60.42005355;-9.865440039;1.558025321;0;107.4537498;;;;;;
2;-56.93816264;-11.23624748;0.931205739;0;90;;;;;;
2;-57.69997817;-10.24660668;2.261669575;0;36.6662736;;;;;;
2;-60.38703672;-11.10161018;2.151615153;0;90;;;;;;
2;-56.7369435;-6.733883054;1.203883516;0;90.19477211;;;;;;
2;-56.60953351;-9.894640515;1.023518846;1.413538901;114.3020948;;;;;;
2;-61.09653562;-11.55654877;0.440615406;0;97.25767739;;;;;;
2;-58.85769399;-8.479713905;1.86466943;0;0;;;;;;
2;-59.92280765;-9.936616313;0.120910131;0.545931393;90;;;;;;
2;-59.84572853;-9.978747439;0.87610532;2.533184332;77.42421615;;;;;;
2;-60.76823954;-10.63725756;1.043180696;0;90;;;;;;
2;-60.00971722;-10.46017858;0.902647243;0;78.62109359;;;;;;
2;-60.08742323;-9.280519754;1.01083322;0;90;;;;;;
2;-60.29591002;-10.43859662;1.496200992;0.14124954;127.1054774;;;;;;
2;-56.92662605;-11.26059449;1.153132611;2.716179675;90;;;;;;
2;-56.71092158;-17.12154325;0.942868892;0;90;;;;;;
3;-187;-0.728270807;0.322798095;0;90;0.4;64;-187;-58.76929731;-0.728270807;-9.905148351
3;-179.0871515;-1.623062825;1.613963875;0;0;;;;;;
3;-169.432566;-2.373201324;1.61399047;0;0;;;;;;
3;-159.7743274;-3.078308547;1.613990475;0;0;;;;;;
3;-150.1160888;-3.783415421;1.613990475;0;0;;;;;;
3;-140.4578502;-4.488522296;1.613990475;0;0;;;;;;
3;-131.8659352;-7.927378685;1.558368959;0;90;;;;;;
3;-128.1952506;-13.48700819;1.492765091;0.074209966;90;;;;;;
3;-128.1993613;-20.89315509;1.060419689;0.009979828;90;;;;;;
3;-128.1991875;-28.96021366;1.45812603;0.012695616;90;;;;;;
3;-128.1916422;-37.10172005;1.574834763;0.130590444;90;;;;;;
3;-129.4776124;-41.33309777;1.55035431;0;88.32926835;;;;;;
3;-128.6972171;-31.8507911;1.490206647;0;88.98275067;;;;;;
3;-128.3573957;-22.50214635;1.5791847;0;89.40216141;;;;;;
3;-128.2131406;-13.26813027;1.460531193;0;90.00820289;;;;;;
3;-128.1946725;-4.216720849;1.612887725;0.083242006;89.81095402;;;;;;
3;-123.4906071;0.510125309;1.613075165;0;0;;;;;;
3;-113.8131962;0.282974544;1.613531693;0;0;;;;;;
3;-104.2483998;-0.819012386;1.613898031;0;90;;;;;;
3;-96.08345097;-5.316660635;1.582821025;0;90;;;;;;
3;-87.7450605;-8.872990279;1.612947503;0;0;;;;;;
3;-78.79992402;-11.24678514;1.59404387;0;90;;;;;;
3;-70.37663107;-13.32436834;1.612651385;0;54.81007496;;;;;;
3;-61.95967429;-10.70606883;0.677209476;0;54.31366697;;;;;;
3;-61.05606727;-10.59996014;1.366811255;0;92.84778987;;;;;;
3;-56.78339782;-11.84912828;0.899043056;0;90;;;;;;
3;-60.27317072;-10.03915803;0.491689308;1.2805929;79.77169635;;;;;;
3;-58.36481268;-9.730863787;1.210987134;0;90;;;;;;
3;-62.08602599;-13.2417087;1.601586929;0;90;;;;;;
3;-61.81129534;-13.57478171;0.811320645;0;72.00867074;;;;;;
3;-59.83909078;-9.865134664;0.451766465;0.582273197;90;;;;;;
3;-57.04607391;-12.23310728;1.25025323;0.335500812;90;;;;;;
3;-59.11386813;-10.04761163;0.958466383;0;90;;;;;;
3;-59.81804167;-10.25410478;0.64571979;0;67.16351766;;;;;;
4;-187;-0.153456232;0.931449423;7.746422767;90;0.4;64;-187;-59.92535188;-0.153456232;-9.986203439
4;-173.9667096;-1.741939096;2.304025486;0;0;;;;;;
4;-160.1839134;-2.810545642;2.304026723;0;0;;;;;;
4;-146.4011164;-3.879151258;2.304026723;0;0;;;;;;
4;-133.2395994;-6.840436126;2.302029685;0;90;;;;;;
4;-128.1910575;-5.797894091;2.115049665;0.139727168;90.20517027;;;;;;
4;-121.1737278;0.679845855;2.303053779;0;0;;;;;;
4;-107.4003488;-0.18436004;2.303152306;0;0;;;;;;
4;-95.10291404;-5.955375922;2.303936313;0;90;;;;;;
4;-82.29356732;-9.264675952;2.245861041;0;90;;;;;;
4;-70.16983977;-13.51964421;2.295874865;0;50.80991794;;;;;;
4;-58.30403615;-10.46397187;2.107936497;0;49.45747964;;;;;;
4;-64.93573419;-12.4284183;1.628420022;0;51.22111696;;;;;;
4;-59.1799013;-10.66459872;2.011180497;0;127.9685425;;;;;;
4;-64.89369124;-11.73580123;2.301559618;0;90;;;;;;
4;-57.42501482;-9.606259786;1.375122649;0.034072777;137.7746386;;;;;;
4;-65.08541915;-14.80181937;2.302119184;0;90;;;;;;
4;-56.97892974;-10.41131412;1.934514154;0;75.79140905;;;;;;
4;-59.43180383;-10.54644735;0.940013911;0;85.35077472;;;;;;
4;-62.41836559;-15.6835559;1.951710964;0;86.38005477;;;;;;
4;-56.67699174;-10.83289176;1.975052269;0.359504087;90;;;;;;
4;-59.1765576;-9.137314839;1.934293068;0;90;;;;;;
4;-56.72704737;-5.741105102;0.872478715;0;90.9814858;;;;;;
4;-59.63628574;-10.57899547;2.156641961;0;37.46191454;;;;;;
4;-61.83219243;-10.82567425;1.948639688;0;92.41309027;;;;;;
4;-59.44899549;-9.629321038;0.581980629;0.922036524;83.73824732;;;;;;
4;-59.29408032;-9.241074847;1.127303016;0;65.30694047;;;;;;
4;-57.90213999;-10.60422053;1.329271248;0;0;;;;;;
4;-60.66524686;-11.60735451;0.764770046;0.256475859;90;;;;;;
4;-59.57134167;-9.842132532;2.254739163;0;77.73938387;;;;;;
4;-61.13398457;-9.93629305;0.483147677;1.085161165;89.19385466;;;;;;
4;-59.5969616;-10.06948412;1.06015505;0;130.3530795;;;;;;
4;-59.53219015;-9.863169931;0.057906281;0;99.13579411;;;;;;
4;-58.54523063;-10.80189925;2.075245883;0;127.9596787;;;;;;
5;-187;1.142217128;0.316731192;0;90;0.4;64;-187;-58.03336312;1.142217128;-10.53377163
5;-178.6607182;0.814210139;1.583635817;0;0;;;;;;
5;-169.1951519;-0.01623939;1.58365596;0;0;;;;;;
5;-159.7295758;-0.846692181;1.58365596;0;0;;;;;;
5;-150.2639996;-1.677144971;1.58365596;0;0;;;;;;
5;-140.7984235;-2.507597762;1.58365596;0;0;;;;;;
5;-132.5566595;-6.375334519;1.583589188;0;90;;;;;;
5;-128.218999;-12.35728667;0.939325369;0;90;;;;;;
5;-128.1991562;-19.93905557;1.134846291;0.013184815;90;;;;;;
5;-128.1989737;-27.30196539;1.474651877;0.0160364;90;;;;;;
5;-128.2196891;-34.37395179;1.103681151;0;90;;;;;;
5;-128.520247;-40.25296652;1.461753911;0;90.07824552;;;;;;
5;-128.3837723;-30.81350277;1.583655458;0;89.77796797;;;;;;
5;-128.325818;-21.31195028;1.58365324;0;90.12724267;;;;;;
5;-128.1946691;-11.89129705;1.545121118;0.083295328;89.94903245;;;;;;
5;-128.1889967;-2.638097282;1.581564029;0.171926286;89.91454145;;;;;;
5;-122.0171186;0.50654748;1.583522505;0;0;;;;;;
5;-112.5233274;0.192525474;1.581295427;0.116789462;0;;;;;;
5;-103.1892431;-1.095943988;1.581350451;0;90;;;;;;
